Date,Open,High,Low,Close,Adj Close,Volume
2009-05-07,4.508750,4.516250,4.165000,4.241250,4.185920,214944000
2009-05-08,4.285000,4.375000,4.166250,4.256250,4.200725,202614400
2009-05-11,4.135000,4.368750,4.112500,4.282500,4.226633,147792800
2009-05-12,4.302500,4.312500,4.072500,4.176250,4.121768,164963200
2009-05-13,4.103750,4.107500,3.940000,3.945000,3.893535,187402400
2009-05-14,3.970000,4.111250,3.965000,4.030000,3.977427,148016000
2009-05-15,4.025000,4.140000,3.998750,4.021250,3.968791,130627200
2009-05-18,4.086250,4.248750,4.038750,4.235000,4.179752,115485600
2009-05-19,4.216250,4.363750,4.171250,4.283750,4.227867,130091200
2009-05-20,4.316250,4.441250,4.227500,4.248750,4.193324,180102400
2009-05-21,4.192500,4.241250,4.012500,4.093750,4.040345,147221600
2009-05-22,4.127500,4.172500,4.013750,4.062500,4.009503,98672800
2009-05-26,3.980000,4.378750,3.978750,4.372500,4.315458,181225600
2009-05-27,4.343750,4.468750,4.280000,4.300000,4.243905,161356000
2009-05-28,4.367500,4.438750,4.227500,4.416250,4.358638,151305600
2009-05-29,4.418750,4.521250,4.361250,4.512500,4.453632,136783200
2009-06-01,4.610000,4.806250,4.581250,4.785000,4.722577,180023200
2009-06-02,4.722500,4.881250,4.706250,4.785000,4.722577,164471200
2009-06-03,4.753750,4.772500,4.656250,4.772500,4.710240,154356800
2009-06-04,4.781250,4.876250,4.765000,4.868750,4.805234,156615200
2009-06-05,4.926250,4.957500,4.781250,4.881250,4.817572,158637600
2009-06-08,4.815000,4.920000,4.703750,4.843750,4.780561,133580000
2009-06-09,4.895000,4.980000,4.847500,4.925000,4.860751,136529600
2009-06-10,4.982500,4.986250,4.747500,4.886250,4.822506,161961600
2009-06-11,4.870000,4.997500,4.870000,4.881250,4.817572,135439200
2009-06-12,4.846250,4.858750,4.723750,4.846250,4.783028,121068800
2009-06-15,4.751250,4.756250,4.562500,4.637500,4.577002,133490400
2009-06-16,4.685000,4.717500,4.546250,4.556250,4.496811,136350400
2009-06-17,4.582500,4.722500,4.526250,4.632500,4.572067,185056000
2009-06-18,4.622500,4.682500,4.558750,4.608750,4.548626,112260800
2009-06-19,4.681250,4.770000,4.656250,4.712500,4.651023,119676000
2009-06-22,4.625000,4.648750,4.421250,4.446250,4.388246,141232800
2009-06-23,4.471250,4.483750,4.360000,4.421250,4.363574,136000000
2009-06-24,4.493750,4.635000,4.487500,4.565000,4.505446,123704000
2009-06-25,4.513750,4.762500,4.487500,4.751250,4.689268,134378400
2009-06-26,4.698750,4.796250,4.683750,4.768750,4.706540,111257600
2009-06-29,4.781250,4.862500,4.701250,4.782500,4.720110,100030400
2009-06-30,4.815000,4.861250,4.696250,4.762500,4.700371,132330400
2009-07-01,4.807500,4.888750,4.768750,4.770000,4.707772,113457600
2009-07-02,4.692500,4.692500,4.537500,4.565000,4.505446,86244800
2009-07-06,4.510000,4.547500,4.421250,4.522500,4.463501,89512000
2009-07-07,4.516250,4.533750,4.288750,4.296250,4.240203,133036800
2009-07-08,4.338750,4.372500,4.235000,4.335000,4.278449,139608800
2009-07-09,4.358750,4.408750,4.320000,4.343750,4.287083,92322400
2009-07-10,4.318750,4.438750,4.298750,4.387500,4.330263,114787200
2009-07-13,4.397500,4.555000,4.276250,4.550000,4.490644,87546400
2009-07-14,4.537500,4.605000,4.507500,4.582500,4.522718,74290400
2009-07-15,4.738750,4.897500,4.696250,4.887500,4.823739,108456000
2009-07-16,4.848750,5.030000,4.845000,5.005000,4.939707,112588800
2009-07-17,5.008750,5.067500,4.961250,5.058750,4.992756,83670400
2009-07-20,5.113750,5.185000,5.080000,5.157500,5.090217,106756800
2009-07-21,5.202500,5.237500,5.085000,5.237500,5.169175,113047200
2009-07-22,5.243750,5.372500,5.218750,5.312500,5.243197,113428800
2009-07-23,5.301250,5.593750,5.290000,5.552500,5.480064,153776000
2009-07-24,5.436250,5.557500,5.392500,5.547500,5.475130,109416800
2009-07-27,5.546250,5.573750,5.421250,5.556250,5.483768,106342400
2009-07-28,5.503750,5.621250,5.436250,5.592500,5.519543,137652000
2009-07-29,5.541250,5.573750,5.455000,5.547500,5.475130,92177600
2009-07-30,5.665000,5.787500,5.598750,5.611250,5.538048,128434400
2009-07-31,5.615000,5.693750,5.568750,5.572500,5.499804,100584000
2009-08-03,5.703750,5.753750,5.637500,5.741250,5.666353,102640000
2009-08-04,5.697500,5.787500,5.670000,5.737500,5.662651,92352000
2009-08-05,5.772500,5.775000,5.581250,5.658750,5.584929,114759200
2009-08-06,5.678750,5.716250,5.520000,5.560000,5.487467,101945600
2009-08-07,5.711250,5.752500,5.618750,5.687500,5.613304,104312000
2009-08-10,5.655000,5.687500,5.546250,5.626250,5.552853,76660800
2009-08-11,5.566250,5.591250,5.462500,5.525000,5.452924,100304800
2009-08-12,5.512500,5.791250,5.506250,5.695000,5.620705,108187200
2009-08-13,5.758750,5.776250,5.626250,5.752500,5.677456,91843200
2009-08-14,5.703750,5.721250,5.523750,5.621250,5.547917,82491200
2009-08-17,5.443750,5.443750,5.291250,5.293750,5.224690,104549600
2009-08-18,5.360000,5.467500,5.333750,5.442500,5.371500,69108800
2009-08-19,5.325000,5.548750,5.310000,5.518750,5.446755,77114400
2009-08-20,5.516250,5.673750,5.496250,5.652500,5.578762,67681600
2009-08-21,5.722500,5.823750,5.650000,5.792500,5.716934,89239200
2009-08-24,5.822500,5.882500,5.750000,5.783750,5.708298,87978400
2009-08-25,5.822500,5.935000,5.791250,5.822500,5.746542,89250400
2009-08-26,5.803750,5.892500,5.742500,5.807500,5.731739,83220000
2009-08-27,5.807500,5.851250,5.623750,5.831250,5.755179,87150400
2009-08-28,5.970000,6.030000,5.766250,5.845000,5.768749,104351200
2009-08-31,5.758750,5.775000,5.657500,5.721250,5.646614,75658400
2009-09-01,5.681250,5.886250,5.480000,5.508750,5.436885,142614400
2009-09-02,5.460000,5.563750,5.445000,5.497500,5.425783,85746400
2009-09-03,5.553750,5.591250,5.440000,5.572500,5.499804,63569600
2009-09-04,5.592500,5.821250,5.578750,5.807500,5.731739,73683200
2009-09-08,5.902500,5.933750,5.843750,5.923750,5.846471,56312800
2009-09-09,5.925000,6.082500,5.881250,6.022500,5.943934,86968800
2009-09-10,6.031250,6.150000,5.998750,6.135000,6.054965,65457600
2009-09-11,6.151250,6.177500,6.061250,6.145000,6.064835,72128000
2009-09-14,6.063750,6.203750,6.058750,6.193750,6.112949,66283200
2009-09-15,6.191250,6.278750,6.166250,6.235000,6.153663,81494400
2009-09-16,6.286250,6.436250,6.246250,6.417500,6.333780,80106400
2009-09-17,6.388750,6.491250,6.356250,6.412500,6.328845,88592000
2009-09-18,6.473750,6.487500,6.370000,6.443750,6.359688,58149600
2009-09-21,6.372500,6.512500,6.350000,6.471250,6.386829,64496000
2009-09-22,6.550000,6.553750,6.452500,6.498750,6.413971,68038400
2009-09-23,6.552500,6.658750,6.416250,6.431250,6.347351,109440000
2009-09-24,6.488750,6.511250,6.233750,6.321250,6.238787,82792000
2009-09-25,6.235000,6.325000,6.178750,6.211250,6.130221,73811200
2009-09-28,6.278750,6.495000,6.266250,6.421250,6.337481,55761600
2009-09-29,6.418750,6.487500,6.308750,6.367500,6.284434,66731200
2009-09-30,6.416250,6.478750,6.178750,6.371250,6.288134,109300800
2009-10-01,6.328750,6.337500,6.000000,6.000000,5.921728,95582400
2009-10-02,5.917500,6.066250,5.913750,5.958750,5.881014,85121600
2009-10-05,6.022500,6.112500,5.947500,6.057500,5.978478,69504800
2009-10-06,6.120000,6.327500,6.118750,6.267500,6.185737,97840800
2009-10-07,6.255000,6.311250,6.223750,6.303750,6.221515,64337600
2009-10-08,6.381250,6.473750,6.333750,6.361250,6.278264,72275200
2009-10-09,6.331250,6.453750,6.308750,6.426250,6.342417,47840000
2009-10-12,6.486250,6.551250,6.375000,6.457500,6.373259,47208800
2009-10-13,6.447500,6.512500,6.400000,6.456250,6.372025,54664000
2009-10-14,6.620000,6.653750,6.547500,6.633750,6.547209,70916800
2009-10-15,6.562500,6.627500,6.548750,6.610000,6.523768,62618400
2009-10-16,6.563750,6.583750,6.432500,6.525000,6.439878,79048000
2009-10-19,6.533750,6.665000,6.465000,6.645000,6.558312,69243200
2009-10-20,6.723750,6.727500,6.571250,6.652500,6.565715,75828800
2009-10-21,6.647500,6.835000,6.605000,6.626250,6.539807,94118400
2009-10-22,6.606250,6.735000,6.522500,6.685000,6.597791,79765600
2009-10-23,6.800000,6.811250,6.591250,6.631250,6.544742,99712800
2009-10-26,6.635000,6.818750,6.522500,6.583750,6.497862,109472800
2009-10-27,6.567500,6.618750,6.336250,6.388750,6.305406,134477600
2009-10-28,6.337500,6.373750,6.071250,6.097500,6.017955,121885600
2009-10-29,6.177500,6.330000,6.141250,6.298750,6.216580,85757600
2009-10-30,6.292500,6.320000,5.952500,5.962500,5.884716,142179200
2009-11-02,5.976250,6.140000,5.871250,6.010000,5.931596,135942400
2009-11-03,5.966250,6.067500,5.927500,6.051250,5.972308,97471200
2009-11-04,6.117500,6.227500,6.056250,6.071250,5.992047,96624000
2009-11-05,6.208750,6.385000,6.201250,6.365000,6.281966,70528000
2009-11-06,6.312500,6.458750,6.288750,6.443750,6.359688,68193600
2009-11-09,6.538750,6.720000,6.530000,6.720000,6.632334,67443200
2009-11-10,6.703750,6.796250,6.686250,6.741250,6.653306,70358400
2009-11-11,6.850000,6.913750,6.752500,6.833750,6.744600,78340800
2009-11-12,6.847500,6.922500,6.731250,6.762500,6.674279,81268800
2009-11-13,6.800000,6.910000,6.757500,6.876250,6.786545,61028000
2009-11-16,6.933750,7.075000,6.910000,7.016250,6.924720,67613600
2009-11-17,6.976250,7.056250,6.945000,7.053750,6.961729,65225600
2009-11-18,7.015000,7.025000,6.885000,6.981250,6.890175,67720800
2009-11-19,6.886250,6.888750,6.662500,6.756250,6.668111,90275200
2009-11-20,6.683750,6.723750,6.640000,6.697500,6.610127,50366400
2009-11-23,6.817500,6.973750,6.817500,6.900000,6.809986,69062400
2009-11-24,6.900000,6.905000,6.776250,6.856250,6.766807,57975200
2009-11-25,6.901250,6.927500,6.862500,6.913750,6.823556,33060800
2009-11-27,6.543750,6.805000,6.518750,6.707500,6.619997,49292000
2009-11-30,6.673750,6.740000,6.586250,6.715000,6.627398,57464800
2009-12-01,6.821250,6.948750,6.817500,6.857500,6.768040,58207200
2009-12-02,6.903750,7.007500,6.852500,6.881250,6.791481,59432000
2009-12-03,6.935000,7.011250,6.817500,6.825000,6.735964,61870400
2009-12-04,6.996250,7.081250,6.750000,6.892500,6.802583,96020000
2009-12-07,6.880000,6.943750,6.798750,6.825000,6.735964,48013600
2009-12-08,6.755000,6.853750,6.631250,6.741250,6.653306,64952000
2009-12-09,6.731250,6.891250,6.645000,6.876250,6.786545,68337600
2009-12-10,6.930000,7.022500,6.930000,6.946250,6.855632,52112000
2009-12-11,7.018750,7.036250,6.840000,6.896250,6.806284,50478400
2009-12-14,6.987500,7.040000,6.912500,7.022500,6.930887,38564000
2009-12-15,6.981250,7.061250,6.905000,6.948750,6.858099,36818400
2009-12-16,7.000000,7.070000,6.941250,6.967500,6.876606,40827200
2009-12-17,6.906250,6.916250,6.777500,6.800000,6.711291,47832800
2009-12-18,6.918750,7.018750,6.875000,7.012500,6.921019,46376000
2009-12-21,7.082500,7.225000,7.082500,7.175000,7.081399,46660800
2009-12-22,7.215000,7.290000,7.198750,7.260000,7.165290,37928000
2009-12-23,7.290000,7.367500,7.251250,7.362500,7.266453,37879200
2009-12-24,7.387500,7.500000,7.380000,7.497500,7.399692,20408000
2009-12-28,7.532500,7.602500,7.486250,7.572500,7.473712,32241600
2009-12-29,7.576250,7.590000,7.505000,7.513750,7.415730,23179200
2009-12-30,7.500000,7.587500,7.493750,7.557500,7.458908,41055200
2009-12-31,7.587500,7.595000,7.401250,7.435000,7.338006,30687200
2010-01-04,7.603750,7.656250,7.588750,7.633750,7.534163,41028800
2010-01-05,7.632500,7.666250,7.556250,7.638750,7.539099,40649600
2010-01-06,7.631250,7.682500,7.525000,7.555000,7.456441,55108000
2010-01-07,7.565000,7.586250,7.473750,7.556250,7.457675,41072000
2010-01-08,7.515000,7.681250,7.480000,7.678750,7.578576,40306400
2010-01-11,7.701250,7.712500,7.540000,7.622500,7.523060,51588800
2010-01-12,7.523750,7.546250,7.346250,7.432500,7.335539,70848000
2010-01-13,7.475000,7.656250,7.371250,7.610000,7.510725,70810400
2010-01-14,7.577500,7.666250,7.568750,7.620000,7.520593,45897600
2010-01-15,7.645000,7.676250,7.385000,7.450000,7.352810,75428000
2010-01-19,7.478750,7.700000,7.476250,7.683750,7.583511,42668800
2010-01-20,7.578750,7.583750,7.305000,7.468750,7.371316,75441600
2010-01-21,7.508750,7.606250,7.265000,7.322500,7.226974,124989600
2010-01-22,7.277500,7.321250,6.860000,6.901250,6.811220,120500800
2010-01-25,6.970000,7.032500,6.883750,6.941250,6.850698,73056000
2010-01-26,6.935000,7.123750,6.862500,6.956250,6.865502,62900800
2010-01-27,6.935000,7.108750,6.846250,7.060000,6.967899,79028000
2010-01-28,6.970000,6.982500,6.628750,6.707500,6.619997,116566400
2010-01-29,6.802500,6.845000,6.417500,6.467500,6.383129,123297600
2010-02-01,6.502500,6.613750,6.495000,6.602500,6.516366,71744800
2010-02-02,6.626250,6.765000,6.537500,6.723750,6.636034,59252800
2010-02-03,6.663750,6.826250,6.653750,6.801250,6.712524,63428000
2010-02-04,6.703750,6.728750,6.408750,6.415000,6.331313,104882400
2010-02-05,6.447500,6.523750,6.256250,6.506250,6.421372,134008000
2010-02-08,6.500000,6.575000,6.411250,6.423750,6.339949,85303200
2010-02-09,6.571250,6.671250,6.447500,6.556250,6.470721,102027200
2010-02-10,6.556250,6.615000,6.443750,6.528750,6.443579,60747200
2010-02-11,6.527500,6.756250,6.447500,6.720000,6.632334,69718400
2010-02-12,6.601250,6.785000,6.573750,6.752500,6.664411,82635200
2010-02-16,6.842500,6.931250,6.776250,6.922500,6.832193,42125600
2010-02-17,6.980000,6.998750,6.902500,6.996250,6.904981,44259200
2010-02-18,6.988750,7.112500,6.962500,7.086250,6.993806,39202400
2010-02-19,7.063750,7.150000,7.013750,7.077500,6.985170,50019200
2010-02-22,7.141250,7.142500,7.000000,7.047500,6.955562,43587200
2010-02-23,7.037500,7.051250,6.803750,6.868750,6.779143,59174400
2010-02-24,6.938750,7.063750,6.917500,7.003750,6.912383,49804000
2010-02-25,6.856250,7.035000,6.763750,7.018750,6.927186,66106400
2010-02-26,7.002500,7.085000,6.940000,7.060000,6.967899,50492000
2010-03-01,7.112500,7.286250,7.112500,7.258750,7.164056,43508800
2010-03-02,7.306250,7.398750,7.273750,7.302500,7.207235,63254400
2010-03-03,7.340000,7.390000,7.266250,7.320000,7.224506,43170400
2010-03-04,7.333750,7.385000,7.256250,7.366250,7.270154,36516000
2010-03-05,7.485000,7.612500,7.447500,7.583750,7.484817,51713600
2010-03-08,7.597500,7.653750,7.591250,7.618750,7.519360,35369600
2010-03-09,7.573750,7.787500,7.573750,7.722500,7.621756,58960000
2010-03-10,7.708750,7.863750,7.707500,7.827500,7.725387,54509600
2010-03-11,7.796250,7.886250,7.765000,7.883750,7.780903,46423200
2010-03-12,7.940000,7.940000,7.827500,7.895000,7.792007,48928800
2010-03-15,7.855000,7.895000,7.743750,7.862500,7.759930,39796000
2010-03-16,7.897500,7.973750,7.850000,7.958750,7.854923,44723200
2010-03-17,7.970000,8.070000,7.945000,7.987500,7.883299,48364000
2010-03-18,8.008750,8.062500,7.970000,8.043750,7.938815,42418400
2010-03-19,7.951250,8.103750,7.892500,7.951250,7.847522,55653600
2010-03-22,7.887500,8.156250,7.870000,8.093750,7.988163,46088800
2010-03-23,8.125000,8.217500,8.042500,8.210000,8.102896,46412000
2010-03-24,8.175000,8.176250,8.090000,8.131250,8.025173,39673600
2010-03-25,8.258750,8.321250,8.087500,8.096250,7.990630,62488000
2010-03-26,8.166250,8.228750,8.031250,8.125000,8.019006,51052000
2010-03-29,8.200000,8.253750,8.153750,8.197500,8.090561,34335200
2010-03-30,8.237500,8.302500,8.140000,8.250000,8.142374,34730400
2010-03-31,8.193750,8.265000,8.138750,8.180000,8.073287,43686400
2010-04-01,8.233750,8.352500,8.043750,8.172500,8.065887,51990400
2010-04-05,8.202500,8.357500,8.163750,8.317500,8.208996,33310400
2010-04-06,8.280000,8.417500,8.246250,8.363750,8.254642,38891200
2010-04-07,8.348750,8.410000,8.238750,8.332500,8.223800,68840800
2010-04-08,8.282500,8.390000,8.192500,8.356250,8.247240,44988000
2010-04-09,8.375000,8.468750,8.328750,8.460000,8.349636,35902400
2010-04-12,8.473750,8.521250,8.435000,8.472500,8.361971,33716000
2010-04-13,8.457500,8.572500,8.406250,8.560000,8.448329,38384000
2010-04-14,8.645000,8.768750,8.626250,8.766250,8.651889,47628000
2010-04-15,8.755000,8.865000,8.752500,8.842500,8.727147,49207200
2010-04-16,8.781250,8.840000,8.517500,8.633750,8.521118,124912800
2010-04-19,8.571250,8.675000,8.411250,8.618750,8.506314,74802400
2010-04-20,8.711250,8.748750,8.596250,8.708750,8.595140,53090400
2010-04-21,8.818750,8.861250,8.698750,8.806250,8.691367,68517600
2010-04-22,8.637500,8.917500,8.536250,8.898750,8.782661,90141600
2010-04-23,8.900000,8.992500,8.828750,8.975000,8.857921,67236000
2010-04-26,8.981250,9.023750,8.901250,8.931250,8.814737,54926400
2010-04-27,8.868750,8.941250,8.512500,8.563750,8.452032,121628800
2010-04-28,8.650000,8.657500,8.432500,8.571250,8.459435,93499200
2010-04-29,8.651250,8.897500,8.651250,8.860000,8.744417,50644800
2010-04-30,8.852500,8.887500,8.501250,8.525000,8.413787,60622400
2010-05-03,8.582500,8.836250,8.581250,8.753750,8.639554,45231200
2010-05-04,8.531250,8.540000,8.106250,8.225000,8.117702,89391200
2010-05-05,8.070000,8.248750,7.960000,8.145000,8.038746,91427200
2010-05-06,8.047500,8.190000,6.017500,7.606250,7.507022,140384800
2010-05-07,7.482500,7.671250,6.913750,7.240000,7.145550,186350400
2010-05-10,7.853750,7.981250,7.822500,7.962500,7.858625,73740000
2010-05-11,7.818750,8.175000,7.780000,7.953750,7.849990,71718400
2010-05-12,8.033750,8.265000,8.010000,8.250000,8.142374,59555200
2010-05-13,8.185000,8.312500,7.953750,7.992500,7.888234,66259200
2010-05-14,7.875000,7.881250,7.502500,7.692500,7.592148,96028000
2010-05-17,7.723750,7.796250,7.403750,7.740000,7.639027,67254400
2010-05-18,7.861250,7.896250,7.452500,7.526250,7.428066,88185600
2010-05-19,7.465000,7.585000,7.233750,7.393750,7.297295,97478400
2010-05-20,7.113750,7.147500,6.818750,6.860000,6.770507,148281600
2010-05-21,6.631250,7.098750,6.582500,7.001250,6.909914,126381600
2010-05-24,6.991250,7.150000,6.937500,6.937500,6.846997,83522400
2010-05-25,6.640000,6.973750,6.500000,6.953750,6.863035,108656000
2010-05-26,7.046250,7.223750,6.775000,6.785000,6.696487,82451200
2010-05-27,7.103750,7.318750,7.073750,7.317500,7.222041,75117600
2010-05-28,7.336250,7.348750,7.100000,7.223750,7.129512,63180800
2010-06-01,7.181250,7.432500,7.075000,7.085000,6.992572,76722400
2010-06-02,7.176250,7.437500,7.078750,7.432500,7.335539,56824000
2010-06-03,7.470000,7.598750,7.375000,7.563750,7.465077,61246400
2010-06-04,7.253750,7.441250,7.000000,7.066250,6.974067,116600000
2010-06-07,7.127500,7.165000,6.777500,6.802500,6.713758,71096800
2010-06-08,6.823750,6.858750,6.586250,6.773750,6.685383,99235200
2010-06-09,6.861250,6.990000,6.613750,6.653750,6.566948,62758400
2010-06-10,6.823750,7.047500,6.781250,7.032500,6.940758,47218400
2010-06-11,6.898750,7.181250,6.895000,7.163750,7.070296,49062400
2010-06-14,7.300000,7.400000,7.143750,7.165000,7.071529,52124800
2010-06-15,7.238750,7.567500,7.227500,7.546250,7.447806,43108800
2010-06-16,7.506250,7.685000,7.480000,7.618750,7.519360,56877600
2010-06-17,7.693750,7.702500,7.527500,7.662500,7.562539,52851200
2010-06-18,7.696250,7.781250,7.627500,7.683750,7.583511,39005600
2010-06-21,7.866250,7.892500,7.452500,7.572500,7.473712,64394400
2010-06-22,7.605000,7.716250,7.396250,7.423750,7.326904,57544000
2010-06-23,7.441250,7.496250,7.246250,7.371250,7.275087,60698400
2010-06-24,7.297500,7.345000,7.090000,7.141250,7.048089,69432000
2010-06-25,7.186250,7.237500,7.012500,7.112500,7.019714,59402400
2010-06-28,7.120000,7.200000,6.968750,7.068750,6.976535,46147200
2010-06-29,6.850000,6.857500,6.423750,6.523750,6.438644,97412000
2010-06-30,6.480000,6.606250,6.293750,6.325000,6.242487,66088800
2010-07-01,6.355000,6.390000,6.042500,6.287500,6.205476,98404000
2010-07-02,6.305000,6.368750,6.135000,6.251250,6.169699,61121600
2010-07-06,6.430000,6.510000,6.180000,6.283750,6.201776,66082400
2010-07-07,6.326250,6.698750,6.313750,6.682500,6.595324,63421600
2010-07-08,6.790000,6.813750,6.600000,6.752500,6.664411,50520800
2010-07-09,6.755000,6.888750,6.722500,6.887500,6.797649,43339200
2010-07-12,6.876250,7.012500,6.836250,6.925000,6.834660,47018400
2010-07-13,7.043750,7.160000,6.943750,7.095000,7.002441,61337600
2010-07-14,7.133750,7.256250,7.075000,7.177500,7.083865,53343200
2010-07-15,7.145000,7.231250,6.997500,7.195000,7.101137,59016000
2010-07-16,7.135000,7.157500,6.780000,6.798750,6.710057,69252000
2010-07-19,6.836250,6.935000,6.718750,6.908750,6.818621,46867200
2010-07-20,6.678750,7.073750,6.641250,7.067500,6.975301,56748800
2010-07-21,7.228750,7.230000,6.856250,6.883750,6.793949,68994400
2010-07-22,7.076250,7.293750,7.065000,7.228750,7.134448,55155200
2010-07-23,7.136250,7.331250,7.106250,7.321250,7.225740,57154400
2010-07-26,7.346250,7.447500,7.272500,7.435000,7.338006,52236800
2010-07-27,7.517500,7.530000,7.368750,7.430000,7.333072,48152000
2010-07-28,7.418750,7.486250,7.262500,7.316250,7.220805,42159200
2010-07-29,7.393750,7.428750,7.062500,7.206250,7.112241,58996800
2010-07-30,7.100000,7.328750,7.006250,7.242500,7.148018,61874400
2010-08-02,7.420000,7.547500,7.365000,7.507500,7.409561,34562400
2010-08-03,7.495000,7.520000,7.375000,7.448750,7.351578,36998400
2010-08-04,7.516250,7.612500,7.453750,7.600000,7.500855,40608800
2010-08-05,7.526250,7.588750,7.462500,7.563750,7.465077,26826400
2010-08-06,7.393750,7.567500,7.308750,7.538750,7.440403,49425600
2010-08-09,7.615000,7.675000,7.547500,7.635000,7.535399,28395200
2010-08-10,7.521250,7.595000,7.381250,7.516250,7.418196,54383200
2010-08-11,7.263750,7.263750,7.036250,7.100000,7.007378,55195200
2010-08-12,6.832500,7.043750,6.797500,6.980000,6.888943,54876000
2010-08-13,6.935000,6.988750,6.882500,6.882500,6.792714,34408000
2010-08-16,6.810000,7.003750,6.755000,6.908750,6.818621,39358400
2010-08-17,7.006250,7.210000,6.981250,7.083750,6.991340,40802400
2010-08-18,7.062500,7.225000,7.002500,7.136250,7.043154,41833600
2010-08-19,7.057500,7.111250,6.828750,6.922500,6.832193,54401600
2010-08-20,6.901250,6.973750,6.825000,6.940000,6.849463,42768000
2010-08-23,7.041250,7.071250,6.802500,6.803750,6.714991,42954400
2010-08-24,6.661250,6.696250,6.496250,6.557500,6.471954,64408000
2010-08-25,6.461250,6.735000,6.438750,6.673750,6.586688,60880000
2010-08-26,6.728750,6.753750,6.503750,6.520000,6.434942,58207200
2010-08-27,6.615000,6.703750,6.346250,6.683750,6.596557,70681600
2010-08-30,6.616250,6.730000,6.535000,6.538750,6.453449,42945600
2010-08-31,6.468750,6.606250,6.410000,6.502500,6.417671,77607200
2010-09-01,6.680000,6.922500,6.673750,6.875000,6.785312,58412000
2010-09-02,6.901250,7.037500,6.867500,7.035000,6.943225,39043200
2010-09-03,7.178750,7.275000,7.123750,7.275000,7.180094,49413600
2010-09-07,7.206250,7.270000,7.143750,7.167500,7.073995,42186400
2010-09-08,7.210000,7.401250,7.205000,7.337500,7.241778,42192000
2010-09-09,7.471250,7.482500,7.362500,7.392500,7.296061,36884800
2010-09-10,7.415000,7.470000,7.341250,7.446250,7.349110,30266400
2010-09-13,7.568750,7.693750,7.561250,7.660000,7.560071,34035200
2010-09-14,7.637500,7.800000,7.602500,7.721250,7.620523,44798400
2010-09-15,7.683750,7.833750,7.636250,7.820000,7.717984,38064000
2010-09-16,7.797500,7.892500,7.750000,7.880000,7.777202,35770400
2010-09-17,7.982500,7.985000,7.857500,7.931250,7.827784,56268000
2010-09-20,7.993750,8.242500,7.976250,8.207500,8.100430,45092800
2010-09-21,8.215000,8.325000,8.140000,8.188750,8.081922,80661600
2010-09-22,8.140000,8.275000,8.075000,8.161250,8.054782,59896000
2010-09-23,8.061250,8.321250,8.042500,8.155000,8.048614,68004000
2010-09-24,8.345000,8.497500,8.318750,8.483750,8.373074,49036800
2010-09-27,8.483750,8.518750,8.385000,8.396250,8.286716,47666400
2010-09-28,8.438750,8.447500,8.126250,8.408750,8.299055,79509600
2010-09-29,8.363750,8.442500,8.302500,8.360000,8.250938,42699200
2010-09-30,8.453750,8.550000,8.178750,8.286250,8.178152,64740800
2010-10-01,8.422500,8.443750,8.191250,8.268750,8.160879,46138400
2010-10-04,8.218750,8.277500,7.995000,8.087500,7.981991,48556800
2010-10-05,8.272500,8.511250,8.260000,8.476250,8.365674,45779200
2010-10-06,8.458750,8.496250,8.227500,8.341250,8.232434,59954400
2010-10-07,8.433750,8.440000,8.256250,8.387500,8.278083,46270400
2010-10-08,8.405000,8.550000,8.286250,8.490000,8.379244,55776800
2010-10-11,8.516250,8.600000,8.465000,8.515000,8.403916,31354400
2010-10-12,8.490000,8.667500,8.343750,8.640000,8.527286,51958400
2010-10-13,8.731250,8.852500,8.688750,8.773750,8.659292,43716000
2010-10-14,8.781250,8.813750,8.651250,8.740000,8.625982,44650400
2010-10-15,8.956250,9.108750,8.812500,9.108750,8.989922,60493600
2010-10-18,9.120000,9.187500,9.050000,9.082500,8.964014,47940000
2010-10-19,8.866250,9.018750,8.731250,8.866250,8.750587,70351200
2010-10-20,8.923750,9.131250,8.890000,8.996250,8.878890,51407200
2010-10-21,9.112500,9.185000,8.860000,9.032500,8.914667,53496000
2010-10-22,9.041250,9.176250,9.008750,9.157500,9.038036,31465600
2010-10-25,9.227500,9.365000,9.227500,9.232500,9.112059,42068800
2010-10-26,9.146250,9.336250,9.077500,9.287500,9.166340,39699200
2010-10-27,9.201250,9.365000,9.166250,9.353750,9.231726,43433600
2010-10-28,9.430000,9.442500,9.231250,9.390000,9.267505,43685600
2010-10-29,9.380000,9.457500,9.343750,9.358750,9.236661,35139200
2010-11-01,9.420000,9.552500,9.277500,9.361250,9.239129,44445600
2010-11-02,9.520000,9.613750,9.488750,9.557500,9.432818,33673600
2010-11-03,9.582500,9.656250,9.408750,9.651250,9.525345,60250400
2010-11-04,9.867500,9.956250,9.825000,9.878750,9.749878,56056800
2010-11-05,9.892500,9.936250,9.828750,9.881250,9.752345,41566400
2010-11-08,9.850000,9.936250,9.802500,9.906250,9.777018,21462400
2010-11-09,9.985000,10.021250,9.715000,9.781250,9.653648,37781600
2010-11-10,9.830000,9.920000,9.673750,9.750000,9.622805,38781600
2010-11-11,9.600000,9.808750,9.512500,9.773750,9.646247,37668800
2010-11-12,9.677500,9.753750,9.310000,9.445000,9.321786,49620800
2010-11-15,9.551250,9.588750,9.377500,9.386250,9.263801,28377600
2010-11-16,9.242500,9.357500,8.996250,9.071250,8.952911,55228000
2010-11-17,9.083750,9.221250,9.038750,9.121250,9.002259,41598400
